id_venta;fecha_venta;id_empleado;antiguedad_vendedor;id_cliente;nombre_cliente;email_cliente;genero_cliente;edad_cliente;ciudad_cliente;region_cliente;canal_venta;producto;categoria_producto;precio_unitario;cantidad;descuento_pct;monto_total
314;2023-11-11;2;2;180;Gisela Carol Ávila Suárez;cliente180@mail.cl;Hombre;70.0;Rancagua;O'Higgins;Tienda;Perfume;Belleza;35000;2;0.05;66500.0
315;2023-11-12;17;0;192;Olga Agustina Rojas Rodríguez;cliente192@mail.cl;Mujer;38.0;Santiago;Región Metropolitana;Tienda;Lavadora;;700000;2;0.0;1400000.0
316;2023-11-13;35;1;106;Mariela Urzúa Moreno;cliente106@mail.cl;Hombre;42.0;Antofagasta;;App;Perfume;;35000;3;0.05;99750.0
317;2023-11-14;29;1;249;María Sofía Morales Arellano;cliente249@mail.cl;Mujer;59.0;Viña del Mar;;App;TV;Electrohogar;650000;3;0.05;1852500.0
318;2023-11-15;43;0;219;Víctor Matamala;cliente219@mail.cl;Mujer;32.0;Santiago;Región Metropolitana;Tienda;Notebook;;750000;1;0.0;750000.0
319;2023-11-16;10;7;244;Amparo Javiera Rodríguez Contreras;cliente244@mail.cl;Hombre;48.0;Valparaíso;;Tienda;Polera;;12000;1;0.0;12000.0
320;2023-11-17;20;0;138;John Alvarado Albornoz;cliente138@mail.cl;Mujer;34.0;Temuco;La Araucanía;App;Notebook;Tecnología;750000;3;0.0;2250000.0
321;2023-11-18;25;3;191;Claudio Rodrigo Mancilla Sáez;cliente191@mail.cl;Mujer;32.0;Puerto Montt;;Tienda;Notebook;;750000;3;0.0;2250000.0
322;2023-11-19;41;4;135;Sergio Guerrero Salazar;cliente135@mail.cl;Mujer;26.0;Antofagasta;Antofagasta;Tienda;Maquillaje;Belleza;15000;3;0.05;42750.0
323;2023-11-20;30;0;153;Esteban Cárdenas Silva;cliente153@mail.cl;Hombre;29.0;Valparaíso;Valparaíso;Tienda;Pantalón;Vestuario;25000;2;0.0;50000.0
324;2023-11-21;17;0;61;Ingrid María Velásquez Herrera;cliente61@mail.cl;Mujer;32.0;Santiago;Región Metropolitana;App;TV;;650000;3;0.0;1950000.0
325;2023-11-22;22;1;86;Rudecindo Cares;cliente86@mail.cl;Hombre;31.0;Viña del Mar;;Web;Smartphone;Tecnología;450000;1;0.0;450000.0
326;2023-11-23;54;9;44;Humberto José Rivera Leiva;cliente44@mail.cl;Hombre;34.0;Talcahuano;Biobío;App;Lavadora;;700000;1;0.05;665000.0
327;2023-11-24;46;5;228;Eladio Sandro Gaete Salazar;cliente228@mail.cl;Mujer;25.0;La Serena;Coquimbo;App;Zapatillas;Calzado;55000;1;0.0;55000.0
328;2023-11-25;2;2;259;José Ángel Fuentes Gutiérrez;cliente259@mail.cl;Mujer;43.0;Rancagua;;Tienda;Refrigerador;;800000;2;0.0;1600000.0
329;2023-11-26;57;3;111;Hernán Benjamín Lira González;cliente111@mail.cl;Mujer;18.0;Concepción;Biobío;Tienda;Zapatillas;Calzado;55000;3;0.1;148500.0
330;2023-11-27;46;5;54;Franco Espinosa;cliente54@mail.cl;Mujer;45.0;La Serena;;App;Lavadora;;700000;1;0.1;630000.0
331;2023-11-28;62;4;179;Bárbara Valeria Vergara Solar;cliente179@mail.cl;Hombre;34.0;Puerto Montt;Los Lagos;Tienda;Notebook;Tecnología;750000;3;0.1;2025000.0
332;2023-11-29;20;0;49;Belén Ruth Mansilla Caro;cliente49@mail.cl;Hombre;42.0;Temuco;La Araucanía;App;Lavadora;Electrohogar;700000;2;0.0;1400000.0
333;2023-11-30;35;1;105;Claudio Diego Cisterna Rojas;cliente105@mail.cl;Hombre;36.0;Antofagasta;;Tienda;Pantalón;;25000;3;0.05;71250.0
334;2023-12-01;20;0;98;Lucas Álvaro Acevedo Agurto;cliente98@mail.cl;Hombre;41.0;Temuco;;Tienda;Refrigerador;Electrohogar;800000;3;0.0;2400000.0
335;2023-12-02;40;1;75;Máximo Pablo Leal Romero;cliente75@mail.cl;Hombre;18.0;Talcahuano;;Tienda;Smartphone;Tecnología;450000;3;0.05;1282500.0
336;2023-12-03;37;1;122;Carlos Aranda-Ortiz;cliente122@mail.cl;Mujer;27.0;Viña del Mar;;Web;Refrigerador;;800000;1;0.1;720000.0
337;2023-12-04;26;6;191;Claudio Rodrigo Mancilla Sáez;cliente191@mail.cl;Mujer;32.0;Rancagua;O'Higgins;Web;TV;Electrohogar;650000;1;0.0;650000.0
338;2023-12-05;2;2;244;Amparo Javiera Rodríguez Contreras;cliente244@mail.cl;Hombre;48.0;Rancagua;;Web;Polera;;12000;3;0.0;36000.0
339;2023-12-06;2;2;210;Mariana Patricia Allende Moya;cliente210@mail.cl;Hombre;75.0;Rancagua;O'Higgins;Web;Smartphone;Tecnología;450000;2;0.0;900000.0
340;2023-12-07;38;8;62;Raimundo Mario Rubilar Flores;cliente62@mail.cl;Mujer;35.0;Concepción;;App;Polera;;12000;1;0.1;10800.0
341;2023-12-08;63;5;68;Laura Peñaloza Díaz;cliente68@mail.cl;Hombre;50.0;Rancagua;;App;Maquillaje;Belleza;15000;1;0.0;15000.0
342;2023-12-09;53;1;270;Maite Díaz;cliente270@mail.cl;Hombre;39.0;Puerto Montt;Los Lagos;Tienda;Lavadora;Electrohogar;700000;3;0.0;2100000.0
343;2023-12-10;41;4;158;Braulio Diego Mondaca Muñoz;cliente158@mail.cl;Hombre;43.0;Antofagasta;;Web;Lavadora;Electrohogar;700000;2;0.0;1400000.0
344;2023-12-11;21;5;265;Pablo Arroyo López;cliente265@mail.cl;Mujer;34.0;Puerto Montt;Los Lagos;Tienda;TV;Electrohogar;650000;1;0.05;617500.0
345;2023-12-12;28;5;139;Mario Fonseca;cliente139@mail.cl;Hombre;47.0;Viña del Mar;Valparaíso;Tienda;Zapatillas;;55000;2;0.1;99000.0
346;2023-12-13;20;0;132;Jorge Rafael Riquelme Vargas;cliente132@mail.cl;Mujer;38.0;Temuco;La Araucanía;Tienda;Perfume;Belleza;35000;1;0.05;33250.0
347;2023-12-14;1;8;36;Josefa Plaza;cliente36@mail.cl;Mujer;23.0;Santiago;Región Metropolitana;Web;Lavadora;Electrohogar;700000;2;0.05;1330000.0
348;2023-12-15;52;0;250;Fernando Robles González;cliente250@mail.cl;Mujer;42.0;Talcahuano;;Tienda;Lavadora;;700000;1;0.0;700000.0
349;2023-12-16;63;5;188;Felipe Cofré Molina;cliente188@mail.cl;Mujer;37.0;Rancagua;;App;Lavadora;;700000;3;0.05;1995000.0
350;2023-12-17;7;8;264;Alejandra Navarro;cliente264@mail.cl;Mujer;25.0;Valparaíso;Valparaíso;Web;Notebook;;750000;3;0.1;2025000.0
351;2023-12-18;20;0;124;Teresa Claudia Tobar Moya;cliente124@mail.cl;Mujer;21.0;Temuco;La Araucanía;Tienda;Refrigerador;Electrohogar;800000;1;0.05;760000.0
352;2023-12-19;1;8;5;Marina Carolina Palacios Araneda;cliente5@mail.cl;Hombre;35.0;Santiago;Región Metropolitana;App;Smartphone;Tecnología;450000;1;0.05;427500.0
353;2023-12-20;48;6;218;Francisco Raúl Guerrero-Romero Sánchez;cliente218@mail.cl;Mujer;35.0;Valparaíso;;Tienda;Pantalón;;25000;1;0.0;25000.0
354;2023-12-21;66;2;12;Agustina Rosa Rojas Pastén;cliente12@mail.cl;Mujer;32.0;Talcahuano;;Tienda;TV;Electrohogar;650000;3;0.0;1950000.0
355;2023-12-22;58;1;94;Jorge Enrique Vidal Castillo;cliente94@mail.cl;Hombre;34.0;Puerto Montt;Los Lagos;Web;Smartphone;Tecnología;450000;1;0.0;450000.0
356;2023-12-23;23;0;91;María Ávalos Vergara;cliente91@mail.cl;Hombre;39.0;Concepción;Biobío;Web;Refrigerador;Electrohogar;800000;2;0.0;1600000.0
357;2023-12-24;43;0;113;Pedro Héctor Toro Soto;cliente113@mail.cl;Mujer;38.0;Santiago;Región Metropolitana;Web;TV;Electrohogar;650000;1;0.0;650000.0
358;2023-12-25;25;3;277;Verónica Cartes Rebolledo;cliente277@mail.cl;Mujer;40.0;Puerto Montt;Los Lagos;Web;Notebook;Tecnología;750000;2;0.05;1425000.0
359;2023-12-26;7;8;2;Rosa Gaete Castro;cliente2@mail.cl;Hombre;36.0;Valparaíso;Valparaíso;Web;Smartphone;Tecnología;450000;2;0.1;810000.0
360;2023-12-27;39;6;84;Andrea Ahumada Chávez;cliente84@mail.cl;Mujer;31.0;Antofagasta;Antofagasta;Tienda;Notebook;;750000;2;0.1;1350000.0
361;2023-12-28;6;2;26;Felipe Daniel González Salinas;cliente26@mail.cl;Mujer;39.0;Concepción;;Tienda;Maquillaje;Belleza;15000;2;0.0;30000.0
362;2023-12-29;21;5;98;Lucas Álvaro Acevedo Agurto;cliente98@mail.cl;Hombre;41.0;Puerto Montt;Los Lagos;Web;Perfume;;35000;2;0.0;70000.0
363;2023-12-30;65;0;113;Pedro Héctor Toro Soto;cliente113@mail.cl;Mujer;38.0;Rancagua;;Tienda;Smartphone;Tecnología;450000;1;0.1;405000.0
364;2023-12-31;8;1;43;Cristóbal Pastén Leal;cliente43@mail.cl;Hombre;36.0;Puerto Montt;Los Lagos;Web;Polera;Vestuario;12000;1;0.1;10800.0
365;2024-01-01;50;0;240;María Evelyn Rodríguez Mardones;cliente240@mail.cl;Hombre;48.0;Temuco;;Web;Zapatillas;Calzado;55000;3;0.05;156750.0
366;2024-01-02;61;3;136;Maritza Thiare Mora Miranda;cliente136@mail.cl;Mujer;56.0;Concepción;;Tienda;Maquillaje;;15000;3;0.05;42750.0
367;2024-01-03;52;0;58;Rossana Flores;cliente58@mail.cl;Hombre;34.0;Talcahuano;Biobío;Tienda;Smartphone;Tecnología;450000;1;0.05;427500.0
368;2024-01-04;5;1;43;Cristóbal Pastén Leal;cliente43@mail.cl;Hombre;36.0;Talcahuano;;Tienda;TV;Electrohogar;650000;3;0.0;1950000.0
369;2024-01-05;22;1;238;Manuel Rodríguez Pérez;cliente238@mail.cl;Hombre;40.0;Viña del Mar;;Tienda;Maquillaje;;15000;1;0.0;15000.0
370;2024-01-06;63;5;261;Carlos Fuentes Vargas;cliente261@mail.cl;Hombre;26.0;Rancagua;O'Higgins;Web;Polera;;12000;1;0.0;12000.0
371;2024-01-07;67;0;83;Vilma Leyla Escobar Fuentes;cliente83@mail.cl;Hombre;55.0;Talcahuano;;Web;Perfume;Belleza;35000;1;0.0;35000.0
372;2024-01-08;14;0;160;Mónica Araya Álvarez;cliente160@mail.cl;Mujer;45.0;Santiago;Región Metropolitana;Web;Polera;;12000;3;0.0;36000.0
373;2024-01-09;30;0;166;Sergio Carlos Pavez Díaz;cliente166@mail.cl;Mujer;42.0;Valparaíso;Valparaíso;Tienda;Lavadora;Electrohogar;700000;3;0.05;1995000.0
374;2024-01-10;32;5;229;Elsa Llanos;cliente229@mail.cl;Hombre;29.0;Puerto Montt;Los Lagos;Web;Polera;Vestuario;12000;2;0.05;22800.0
375;2024-01-11;40;1;20;Manuel Muñoz González;cliente20@mail.cl;Hombre;21.0;Talcahuano;Biobío;Web;Perfume;;35000;1;0.0;35000.0
376;2024-01-12;15;0;85;Bárbara Tello;cliente85@mail.cl;Hombre;28.0;Santiago;;Tienda;Notebook;;750000;2;0.0;1500000.0
377;2024-01-13;27;4;184;Jacqueline Amanda Martínez Osorio;cliente184@mail.cl;Hombre;43.0;Viña del Mar;Valparaíso;App;Pantalón;Vestuario;25000;3;0.1;67500.0
378;2024-01-14;58;1;142;Hilda Javiera Cofré Lucero;cliente142@mail.cl;Hombre;53.0;Puerto Montt;Los Lagos;Tienda;Maquillaje;Belleza;15000;2;0.05;28500.0
379;2024-01-15;13;0;96;Javier Aravena;cliente96@mail.cl;Hombre;20.0;Talcahuano;Biobío;Tienda;Refrigerador;;800000;2;0.1;1440000.0
380;2024-01-16;68;2;270;Maite Díaz;cliente270@mail.cl;Hombre;39.0;Santiago;Región Metropolitana;Tienda;Maquillaje;;15000;2;0.0;30000.0
381;2024-01-17;35;1;230;Blanca Anahí González Retamal;cliente230@mail.cl;Hombre;46.0;Antofagasta;Antofagasta;Tienda;Pantalón;Vestuario;25000;3;0.0;75000.0
382;2024-01-18;47;1;22;Laura Aguilera Orellana;cliente22@mail.cl;Hombre;35.0;Viña del Mar;Valparaíso;Tienda;Notebook;;750000;3;0.0;2250000.0
383;2024-01-19;38;8;21;Alexis Juan Contreras Vega;cliente21@mail.cl;Hombre;55.0;Concepción;Biobío;Web;Notebook;;750000;2;0.0;1500000.0
384;2024-01-20;14;0;112;Karin Elena Jaramillo Carrasco;cliente112@mail.cl;Hombre;37.0;Santiago;;Tienda;Maquillaje;;15000;1;0.0;15000.0
385;2024-01-21;39;6;26;Felipe Daniel González Salinas;cliente26@mail.cl;Mujer;39.0;Antofagasta;;Web;Refrigerador;Electrohogar;800000;2;0.0;1600000.0
386;2024-01-22;45;2;141;Pedro Pablo Castro Ojeda;cliente141@mail.cl;Mujer;40.0;Talcahuano;;Tienda;Smartphone;Tecnología;450000;3;0.05;1282500.0
387;2024-01-23;40;1;80;Pedro Ramón Serrano Ibáñez;cliente80@mail.cl;Mujer;18.0;Talcahuano;;Web;Zapatillas;;55000;1;0.05;52250.0
388;2024-01-24;7;8;9;Ana Mercado Araya;cliente9@mail.cl;Mujer;32.0;Valparaíso;;Tienda;Refrigerador;Electrohogar;800000;3;0.0;2400000.0
389;2024-01-25;13;0;252;Mauricio Astorga;cliente252@mail.cl;Mujer;49.0;Talcahuano;Biobío;Tienda;Zapatillas;Calzado;55000;1;0.0;55000.0
390;2024-01-26;8;1;211;Patricio Gonzalo Toledo Arce;cliente211@mail.cl;Hombre;44.0;Puerto Montt;;App;Pantalón;Vestuario;25000;2;0.0;50000.0
391;2024-01-27;70;6;167;Matilda Denisse Gatica Gutiérrez;cliente167@mail.cl;Mujer;47.0;Talcahuano;Biobío;Web;Zapatillas;Calzado;55000;1;0.0;55000.0
392;2024-01-28;50;0;109;Lucas Miguel San Martín Catalán;cliente109@mail.cl;Hombre;41.0;Temuco;La Araucanía;App;Maquillaje;Belleza;15000;1;0.0;15000.0
393;2024-01-29;13;0;137;José Juan Vargas Vega;cliente137@mail.cl;Hombre;28.0;Talcahuano;Biobío;Web;Notebook;Tecnología;750000;3;0.1;2025000.0
394;2024-01-30;28;5;165;Clara Rosa Aros Guerrero;cliente165@mail.cl;Mujer;49.0;Viña del Mar;;App;Polera;Vestuario;12000;2;0.0;24000.0
395;2024-01-31;60;1;83;Vilma Leyla Escobar Fuentes;cliente83@mail.cl;Hombre;55.0;Valparaíso;;App;Maquillaje;Belleza;15000;3;0.0;45000.0
396;2024-02-01;21;5;238;Manuel Rodríguez Pérez;cliente238@mail.cl;Hombre;40.0;Puerto Montt;Los Lagos;Tienda;Zapatillas;Calzado;55000;1;0.0;55000.0
397;2024-02-02;44;7;65;Manuel Rodríguez;cliente65@mail.cl;Hombre;47.0;Antofagasta;Antofagasta;Web;TV;;650000;3;0.05;1852500.0
398;2024-02-03;64;4;180;Gisela Carol Ávila Suárez;cliente180@mail.cl;Hombre;70.0;Temuco;;Web;Notebook;Tecnología;750000;3;0.0;2250000.0
399;2024-02-04;49;1;192;Olga Agustina Rojas Rodríguez;cliente192@mail.cl;Mujer;38.0;Antofagasta;Antofagasta;Tienda;Pantalón;;25000;1;0.05;23750.0
400;2024-02-05;63;5;53;Eduardo Manuel Morales Riffo;cliente53@mail.cl;Mujer;29.0;Rancagua;O'Higgins;App;Maquillaje;;15000;1;0.05;14250.0
401;2024-02-06;36;4;126;Germán González Hermosilla;cliente126@mail.cl;Mujer;64.0;Rancagua;O'Higgins;Tienda;Maquillaje;Belleza;15000;3;0.0;45000.0
402;2024-02-07;4;3;72;Luis Gabriel Barrera Castillo;cliente72@mail.cl;Hombre;56.0;Concepción;;Tienda;Pantalón;Vestuario;25000;3;0.1;67500.0
403;2024-02-08;21;5;19;Teresa María Alvarado Guerra;cliente19@mail.cl;Hombre;27.0;Puerto Montt;Los Lagos;Tienda;Zapatillas;Calzado;55000;1;0.0;55000.0
404;2024-02-09;3;1;69;Raquel Silva Méndez;cliente69@mail.cl;Mujer;42.0;Valparaíso;;Tienda;Polera;Vestuario;12000;1;0.0;12000.0
405;2024-02-10;64;4;263;Carolina González Ruiz;cliente263@mail.cl;Mujer;18.0;Temuco;La Araucanía;Tienda;Perfume;Belleza;35000;2;0.1;63000.0
406;2024-02-11;23;0;217;Tamara Maritza Inostroza Márquez;cliente217@mail.cl;Hombre;28.0;Concepción;Biobío;Tienda;Perfume;;35000;1;0.1;31500.0
407;2024-02-12;49;1;62;Raimundo Mario Rubilar Flores;cliente62@mail.cl;Mujer;35.0;Antofagasta;Antofagasta;Web;Lavadora;Electrohogar;700000;1;0.0;700000.0
408;2024-02-13;1;8;132;Jorge Rafael Riquelme Vargas;cliente132@mail.cl;Mujer;38.0;Santiago;Región Metropolitana;Web;Notebook;Tecnología;750000;1;0.05;712500.0
409;2024-02-14;60;1;18;Vanessa Emilia Osorio Saavedra;cliente18@mail.cl;Mujer;41.0;Valparaíso;;Tienda;Polera;Vestuario;12000;1;0.1;10800.0
410;2024-02-15;10;7;178;Emiliano Hernández Castillo;cliente178@mail.cl;Mujer;55.0;Valparaíso;Valparaíso;App;Maquillaje;;15000;3;0.0;45000.0
411;2024-02-16;10;7;106;Mariela Urzúa Moreno;cliente106@mail.cl;Hombre;42.0;Valparaíso;;App;Zapatillas;Calzado;55000;1;0.0;55000.0
412;2024-02-17;59;1;71;Juan Rivera;cliente71@mail.cl;Mujer;42.0;Antofagasta;Antofagasta;Tienda;TV;Electrohogar;650000;1;0.1;585000.0
413;2024-02-18;58;1;33;Jocelyn Gabriela López Guzmán;cliente33@mail.cl;Hombre;37.0;Puerto Montt;;Tienda;Perfume;;35000;3;0.0;105000.0
414;2024-02-19;69;1;99;María Lorena Bórquez Rodríguez;cliente99@mail.cl;Hombre;38.0;Puerto Montt;Los Lagos;Web;Notebook;Tecnología;750000;3;0.0;2250000.0
415;2024-02-20;36;4;216;Víctor Raúl Ibarra Paredes;cliente216@mail.cl;Hombre;47.0;Rancagua;;App;Refrigerador;Electrohogar;800000;1;0.0;800000.0
416;2024-02-21;50;0;119;Luis Víctor Garrido Cortés;cliente119@mail.cl;Hombre;51.0;Temuco;La Araucanía;Tienda;Smartphone;;450000;2;0.1;810000.0
417;2024-02-22;27;4;270;Maite Díaz;cliente270@mail.cl;Hombre;39.0;Viña del Mar;Valparaíso;App;Notebook;;750000;3;0.1;2025000.0
418;2024-02-23;57;3;202;Héctor Ramírez;cliente202@mail.cl;Mujer;44.0;Concepción;Biobío;Tienda;Notebook;;750000;1;0.05;712500.0
419;2024-02-24;25;3;191;Claudio Rodrigo Mancilla Sáez;cliente191@mail.cl;Mujer;32.0;Puerto Montt;;Web;Lavadora;;700000;2;0.0;1400000.0
420;2024-02-25;9;9;203;Marisol Vera-León Riquelme;cliente203@mail.cl;Mujer;50.0;Valparaíso;Valparaíso;Tienda;Notebook;Tecnología;750000;1;0.0;750000.0
421;2024-02-26;55;9;109;Lucas Miguel San Martín Catalán;cliente109@mail.cl;Hombre;41.0;Antofagasta;Antofagasta;Tienda;Zapatillas;Calzado;55000;1;0.05;52250.0
422;2024-02-27;52;0;116;Daniel Alejandro Rivera Ibarra;cliente116@mail.cl;Mujer;41.0;Talcahuano;Biobío;Tienda;Zapatillas;Calzado;55000;1;0.05;52250.0
423;2024-02-28;9;9;265;Pablo Arroyo López;cliente265@mail.cl;Mujer;34.0;Valparaíso;;App;Notebook;Tecnología;750000;2;0.0;1500000.0
424;2024-02-29;29;1;3;Fernanda Carmen Mora Guerrero;cliente3@mail.cl;Hombre;45.0;Viña del Mar;;Tienda;Refrigerador;;800000;1;0.0;800000.0
425;2024-03-01;4;3;126;Germán González Hermosilla;cliente126@mail.cl;Mujer;64.0;Concepción;Biobío;Tienda;Smartphone;Tecnología;450000;3;0.05;1282500.0
426;2024-03-02;29;1;132;Jorge Rafael Riquelme Vargas;cliente132@mail.cl;Mujer;38.0;Viña del Mar;Valparaíso;Tienda;Perfume;Belleza;35000;1;0.0;35000.0
427;2024-03-03;58;1;148;Víctor Alejandro Ramírez Soto;cliente148@mail.cl;Hombre;22.0;Puerto Montt;;Web;Maquillaje;Belleza;15000;1;0.05;14250.0
428;2024-03-04;39;6;143;Margarita Gladys Riquelme Mamani;cliente143@mail.cl;Mujer;18.0;Antofagasta;Antofagasta;Web;Pantalón;;25000;3;0.0;75000.0
429;2024-03-05;39;6;23;Brayan Amaro Araya Valenzuela;cliente23@mail.cl;Mujer;38.0;Antofagasta;Antofagasta;Tienda;Lavadora;Electrohogar;700000;1;0.0;700000.0
430;2024-03-06;52;0;31;María Fabiana Navarro Valencia;cliente31@mail.cl;Hombre;30.0;Talcahuano;;Tienda;Perfume;Belleza;35000;1;0.0;35000.0
431;2024-03-07;40;1;206;Rodrigo Cornejo Aranda;cliente206@mail.cl;Mujer;26.0;Talcahuano;;App;Notebook;Tecnología;750000;1;0.05;712500.0
432;2024-03-08;39;6;189;Gloria Lidia García Toledo;cliente189@mail.cl;Mujer;27.0;Antofagasta;Antofagasta;Tienda;Lavadora;Electrohogar;700000;2;0.0;1400000.0
433;2024-03-09;67;0;225;Berta Huerta García;cliente225@mail.cl;Hombre;32.0;Talcahuano;Biobío;Tienda;Smartphone;;450000;1;0.05;427500.0
434;2024-03-10;61;3;221;Juan Héctor Castro Silva;cliente221@mail.cl;Mujer;65.0;Concepción;;Web;Zapatillas;Calzado;55000;1;0.05;52250.0
435;2024-03-11;66;2;208;Héctor Pérez Carrasco;cliente208@mail.cl;Mujer;44.0;Talcahuano;Biobío;App;Zapatillas;Calzado;55000;2;0.0;110000.0
436;2024-03-12;66;2;27;Ricardo Iván Zapata Riquelme;cliente27@mail.cl;Mujer;24.0;Talcahuano;;Tienda;Perfume;;35000;1;0.05;33250.0
437;2024-03-13;10;7;37;Alejandro Rodrigo Toro Espinoza;cliente37@mail.cl;Hombre;40.0;Valparaíso;Valparaíso;Tienda;Refrigerador;Electrohogar;800000;3;0.1;2160000.0
438;2024-03-14;27;4;185;Yasna Colomba Olivares Prieto;cliente185@mail.cl;Hombre;35.0;Viña del Mar;Valparaíso;Tienda;TV;Electrohogar;650000;3;0.1;1755000.0
439;2024-03-15;10;7;173;Josefa Berta Salazar Garrido;cliente173@mail.cl;Hombre;37.0;Valparaíso;;App;Smartphone;;450000;3;0.05;1282500.0
440;2024-03-16;16;3;175;Carolina Villagrán Miranda;cliente175@mail.cl;Hombre;41.0;Temuco;La Araucanía;Tienda;Maquillaje;Belleza;15000;1;0.0;15000.0
441;2024-03-17;41;4;1;Ana Martinez García;cliente1@mail.cl;Hombre;43.0;Antofagasta;;App;Refrigerador;Electrohogar;800000;1;0.05;760000.0
442;2024-03-18;57;3;75;Máximo Pablo Leal Romero;cliente75@mail.cl;Hombre;18.0;Concepción;;Tienda;Perfume;;35000;3;0.0;105000.0
443;2024-03-19;4;3;61;Ingrid María Velásquez Herrera;cliente61@mail.cl;Mujer;32.0;Concepción;Biobío;Web;Pantalón;Vestuario;25000;2;0.1;45000.0
444;2024-03-20;57;3;191;Claudio Rodrigo Mancilla Sáez;cliente191@mail.cl;Mujer;32.0;Concepción;;Web;Polera;Vestuario;12000;3;0.1;32400.0
445;2024-03-21;46;5;139;Mario Fonseca;cliente139@mail.cl;Hombre;47.0;La Serena;;Tienda;Lavadora;Electrohogar;700000;3;0.05;1995000.0
446;2024-03-22;54;9;232;Miguel Araya Segura;cliente232@mail.cl;Hombre;40.0;Talcahuano;Biobío;App;Lavadora;Electrohogar;700000;2;0.1;1260000.0
447;2024-03-23;27;4;115;Juan Michel Maldonado Molina;cliente115@mail.cl;Mujer;35.0;Viña del Mar;Valparaíso;Web;Polera;;12000;1;0.05;11400.0
448;2024-03-24;42;4;215;Vicente Juan Cáceres Castillo;cliente215@mail.cl;Hombre;34.0;Talcahuano;Biobío;Tienda;Maquillaje;;15000;3;0.05;42750.0
449;2024-03-25;38;8;201;Miguel Avendaño Soto;cliente201@mail.cl;Mujer;42.0;Concepción;;Tienda;Polera;;12000;2;0.0;24000.0
450;2024-03-26;36;4;47;Javier Diego Navarrete Peña;cliente47@mail.cl;Hombre;32.0;Rancagua;;Web;Maquillaje;Belleza;15000;1;0.0;15000.0
451;2024-03-27;36;4;26;Felipe Daniel González Salinas;cliente26@mail.cl;Mujer;39.0;Rancagua;O'Higgins;App;Refrigerador;Electrohogar;800000;2;0.0;1600000.0
452;2024-03-28;62;4;18;Vanessa Emilia Osorio Saavedra;cliente18@mail.cl;Mujer;41.0;Puerto Montt;;Web;Lavadora;;700000;1;0.05;665000.0
453;2024-03-29;67;0;6;Yaritza Quiroga Martínez;cliente6@mail.cl;Mujer;35.0;Talcahuano;Biobío;Web;Smartphone;Tecnología;450000;3;0.1;1215000.0
454;2024-03-30;20;0;36;Josefa Plaza;cliente36@mail.cl;Mujer;23.0;Temuco;La Araucanía;Web;Polera;Vestuario;12000;3;0.1;32400.0
455;2024-03-31;22;1;60;Bárbara Molina Aranda;cliente60@mail.cl;Hombre;49.0;Viña del Mar;Valparaíso;App;Pantalón;Vestuario;25000;2;0.1;45000.0
456;2024-04-01;12;0;79;Gloria Pereira González;cliente79@mail.cl;Mujer;39.0;Viña del Mar;;Web;Zapatillas;Calzado;55000;3;0.0;165000.0
457;2024-04-02;34;1;145;Gaspar Oscar Concha Torres;cliente145@mail.cl;Hombre;41.0;Concepción;;Tienda;Lavadora;Electrohogar;700000;3;0.05;1995000.0
458;2024-04-03;4;3;220;Génesis Macarena Venegas Sepúlveda;cliente220@mail.cl;Hombre;38.0;Concepción;;Web;Lavadora;Electrohogar;700000;2;0.0;1400000.0
459;2024-04-04;24;3;189;Gloria Lidia García Toledo;cliente189@mail.cl;Mujer;27.0;La Serena;;Web;Pantalón;;25000;3;0.0;75000.0
460;2024-04-05;4;3;160;Mónica Araya Álvarez;cliente160@mail.cl;Mujer;45.0;Concepción;Biobío;Tienda;Notebook;;750000;1;0.0;750000.0
461;2024-04-06;42;4;177;Benjamín Claudio Riffo Cid;cliente177@mail.cl;Mujer;38.0;Talcahuano;;App;Notebook;;750000;1;0.0;750000.0
462;2024-04-07;40;1;221;Juan Héctor Castro Silva;cliente221@mail.cl;Mujer;65.0;Talcahuano;Biobío;Tienda;Smartphone;Tecnología;450000;1;0.0;450000.0
463;2024-04-08;35;1;83;Vilma Leyla Escobar Fuentes;cliente83@mail.cl;Hombre;55.0;Antofagasta;Antofagasta;Tienda;TV;;650000;2;0.0;1300000.0
464;2024-04-09;66;2;89;Juan Vergara Sandoval;cliente89@mail.cl;Hombre;31.0;Talcahuano;Biobío;Web;TV;Electrohogar;650000;3;0.05;1852500.0
465;2024-04-10;32;5;244;Amparo Javiera Rodríguez Contreras;cliente244@mail.cl;Hombre;48.0;Puerto Montt;Los Lagos;Tienda;Polera;Vestuario;12000;1;0.1;10800.0
466;2024-04-11;60;1;239;Lidia Tapia;cliente239@mail.cl;Mujer;30.0;Valparaíso;;Web;Maquillaje;Belleza;15000;1;0.1;13500.0
467;2024-04-12;11;0;125;Martín Jorge Vergara Sáez;cliente125@mail.cl;Mujer;45.0;Antofagasta;Antofagasta;Tienda;Polera;;12000;1;0.0;12000.0
468;2024-04-13;57;3;259;José Ángel Fuentes Gutiérrez;cliente259@mail.cl;Mujer;43.0;Concepción;Biobío;Tienda;Notebook;Tecnología;750000;2;0.0;1500000.0
469;2024-04-14;7;8;234;Sebastián Hormazábal Sepúlveda;cliente234@mail.cl;Mujer;30.0;Valparaíso;Valparaíso;App;Smartphone;;450000;2;0.05;855000.0
