id_venta;fecha_venta;id_empleado;antiguedad_vendedor;id_cliente;nombre_cliente;email_cliente;genero_cliente;edad_cliente;ciudad_cliente;region_cliente;canal_venta;producto;categoria_producto;precio_unitario;cantidad;descuento_pct
338;05/12/2023;2;2;244;Amparo Javiera Rodríguez Contreras;cliente244@mail.cl;Hombre;48.0;Rancagua;;Web;Polera;;12000;3;
339;06/12/2023;2;2;210;Mariana Patricia Allende Moya;cliente210@mail.cl;Hombre;75.0;Rancagua;O'Higgins;Web;Smartphone;Tecnología;450000;2;
340;07/12/2023;38;8;62;Raimundo Mario Rubilar Flores;cliente62@mail.cl;Mujer;35.0;Concepción;;App;Polera;;12000;1;0.1
341;08/12/2023;63;5;68;Laura Peñaloza Díaz;cliente68@mail.cl;Hombre;50.0;Rancagua;;App;Maquillaje;Belleza;15000;1;
342;09/12/2023;53;1;270;Maite Díaz;cliente270@mail.cl;Hombre;39.0;Puerto Montt;Los Lagos;Tienda;Lavadora;Electrohogar;700000;3;0.0
343;10/12/2023;41;4;158;Braulio Diego Mondaca Muñoz;cliente158@mail.cl;Hombre;43.0;Antofagasta;;Web;Lavadora;Electrohogar;700000;2;0.0
344;11/12/2023;21;5;265;Pablo Arroyo López;cliente265@mail.cl;Mujer;34.0;Puerto Montt;Los Lagos;Tienda;TV;Electrohogar;650000;1;0.05
345;12/12/2023;28;5;139;Mario Fonseca;cliente139@mail.cl;Hombre;47.0;Viña del Mar;Valparaíso;Tienda;Zapatillas;;55000;2;0.1
346;13/12/2023;20;0;132;Jorge Rafael Riquelme Vargas;cliente132@mail.cl;Mujer;38.0;Temuco;La Araucanía;Tienda;Perfume;Belleza;35000;1;0.05
347;14/12/2023;1;8;36;Josefa Plaza;cliente36@mail.cl;Mujer;23.0;Santiago;Región Metropolitana;Web;Lavadora;Electrohogar;700000;2;0.05
348;15/12/2023;52;0;250;Fernando Robles González;cliente250@mail.cl;Mujer;42.0;Talcahuano;;Tienda;Lavadora;;700000;1;0.0
349;16/12/2023;63;5;188;Felipe Cofré Molina;cliente188@mail.cl;Mujer;37.0;Rancagua;;App;Lavadora;;700000;3;0.05
350;17/12/2023;7;8;264;Alejandra Navarro;cliente264@mail.cl;Mujer;25.0;Valparaíso;Valparaíso;Web;Notebook;;750000;3;0.1
351;18/12/2023;20;0;124;Teresa Claudia Tobar Moya;cliente124@mail.cl;Mujer;21.0;Temuco;La Araucanía;Tienda;Refrigerador;Electrohogar;800000;1;0.05
352;19/12/2023;1;8;5;Marina Carolina Palacios Araneda;cliente5@mail.cl;Hombre;35.0;Santiago;Región Metropolitana;App;Smartphone;Tecnología;450000;1;0.05
353;20/12/2023;48;6;218;Francisco Raúl Guerrero-Romero Sánchez;cliente218@mail.cl;Mujer;35.0;Valparaíso;;Tienda;Pantalón;;25000;1;
354;21/12/2023;66;2;12;Agustina Rosa Rojas Pastén;cliente12@mail.cl;Mujer;32.0;Talcahuano;;Tienda;TV;Electrohogar;650000;3;
355;22/12/2023;58;1;94;Jorge Enrique Vidal Castillo;cliente94@mail.cl;Hombre;34.0;Puerto Montt;Los Lagos;Web;Smartphone;Tecnología;450000;1;
356;23/12/2023;23;0;91;María Ávalos Vergara;cliente91@mail.cl;Hombre;39.0;Concepción;Biobío;Web;Refrigerador;Electrohogar;800000;2;
357;24/12/2023;43;0;113;Pedro Héctor Toro Soto;cliente113@mail.cl;Mujer;38.0;Santiago;RM;Web;TV;Electrohogar;650000;1;
358;25/12/2023;25;3;277;Verónica Cartes Rebolledo;cliente277@mail.cl;Mujer;40.0;Puerto Montt;Los Lagos;Web;Notebook;Tecnología;750000;2;0.05
359;26/12/2023;7;8;2;Rosa Gaete Castro;cliente2@mail.cl;Hombre;36.0;Valparaíso;Valparaíso;Web;Smartphone;Tecnología;450000;2;0.1
360;27/12/2023;39;6;84;Andrea Ahumada Chávez;cliente84@mail.cl;Mujer;31.0;Antofagasta;Antofagasta;Tienda;Notebook;;750000;2;0.1
361;28/12/2023;6;2;26;Felipe Daniel González Salinas;cliente26@mail.cl;Mujer;39.0;Concepción;;Tienda;Maquillaje;Belleza;15000;2;0.0
362;29/12/2023;21;5;98;Lucas Álvaro Acevedo Agurto;cliente98@mail.cl;Hombre;41.0;Puerto Montt;Los Lagos;Web;Perfume;;35000;2;0.0
363;30/12/2023;65;0;113;Pedro Héctor Toro Soto;cliente113@mail.cl;Mujer;38.0;Rancagua;;Tienda;Smartphone;Tecnología;450000;1;0.1
364;31/12/2023;8;1;43;Cristóbal Pastén Leal;cliente43@mail.cl;Hombre;36.0;Puerto Montt;Los Lagos;Web;Polera;Vestuario;12000;1;0.1
365;01/01/2024;50;0;240;María Evelyn Rodríguez Mardones;cliente240@mail.cl;Hombre;48.0;Temuco;;Web;Zapatillas;Calzado;55000;3;0.05
366;02/01/2024;61;3;136;Maritza Thiare Mora Miranda;cliente136@mail.cl;Mujer;56.0;Concepción;;Tienda;Maquillaje;;15000;3;0.05
367;03/01/2024;52;0;58;Rossana Flores;cliente58@mail.cl;Hombre;34.0;Talcahuano;Biobío;Tienda;Smartphone;Tecnología;450000;1;0.05
368;04/01/2024;5;1;43;Cristóbal Pastén Leal;cliente43@mail.cl;Hombre;36.0;Talcahuano;;Tienda;TV;Electrohogar;650000;3;
369;05/01/2024;22;1;238;Manuel Rodríguez Pérez;cliente238@mail.cl;Hombre;40.0;Viña del Mar;;Tienda;Maquillaje;;15000;1;
370;06/01/2024;63;5;261;Carlos Fuentes Vargas;cliente261@mail.cl;Hombre;26.0;Rancagua;O'Higgins;Web;Polera;;12000;1;0.0
371;07/01/2024;67;0;83;Vilma Leyla Escobar Fuentes;cliente83@mail.cl;Hombre;55.0;Talcahuano;;Web;Perfume;Belleza;35000;1;
372;08/01/2024;14;0;160;Mónica Araya Álvarez;cliente160@mail.cl;Mujer;45.0;Santiago;Región Metropolitana;Web;Polera;;12000;3;0.0
373;09/01/2024;30;0;166;Sergio Carlos Pavez Díaz;cliente166@mail.cl;Mujer;42.0;Valparaíso;Valparaíso;Tienda;Lavadora;Electrohogar;700000;3;0.05
374;10/01/2024;32;5;229;Elsa Llanos;cliente229@mail.cl;Hombre;29.0;Puerto Montt;Los Lagos;Web;Polera;Vestuario;12000;2;0.05
375;11/01/2024;40;1;20;Manuel Muñoz González;cliente20@mail.cl;Hombre;21.0;Talcahuano;Biobío;Web;Perfume;;35000;1;
376;12/01/2024;15;0;85;Bárbara Tello;cliente85@mail.cl;Hombre;28.0;Santiago;;Tienda;Notebook;;750000;2;0.0
377;13/01/2024;27;4;184;Jacqueline Amanda Martínez Osorio;cliente184@mail.cl;Hombre;43.0;Viña del Mar;Valparaíso;App;Pantalón;Vestuario;25000;3;0.1
378;14/01/2024;58;1;142;Hilda Javiera Cofré Lucero;cliente142@mail.cl;Hombre;53.0;Puerto Montt;Los Lagos;Tienda;Maquillaje;Belleza;15000;2;0.05
379;15/01/2024;13;0;96;Javier Aravena;cliente96@mail.cl;Hombre;20.0;Talcahuano;Biobío;Tienda;Refrigerador;;800000;2;0.1
380;16/01/2024;68;2;270;Maite Díaz;cliente270@mail.cl;Hombre;39.0;Santiago;Región Metropolitana;Tienda;Maquillaje;;15000;2;0.0
381;17/01/2024;35;1;230;Blanca Anahí González Retamal;cliente230@mail.cl;Hombre;46.0;Antofagasta;Antofagasta;Tienda;Pantalón;Vestuario;25000;3;0.0
382;18/01/2024;47;1;22;Laura Aguilera Orellana;cliente22@mail.cl;Hombre;35.0;Viña del Mar;Valparaíso;Tienda;Notebook;;750000;3;
383;19/01/2024;38;8;21;Alexis Juan Contreras Vega;cliente21@mail.cl;Hombre;55.0;Concepción;Biobío;Web;Notebook;;750000;2;0.0
384;20/01/2024;14;0;112;Karin Elena Jaramillo Carrasco;cliente112@mail.cl;Hombre;37.0;Santiago;;Tienda;Maquillaje;;15000;1;
385;21/01/2024;39;6;26;Felipe Daniel González Salinas;cliente26@mail.cl;Mujer;39.0;Antofagasta;;Web;Refrigerador;Electrohogar;800000;2;
386;22/01/2024;45;2;141;Pedro Pablo Castro Ojeda;cliente141@mail.cl;Mujer;40.0;Talcahuano;;Tienda;Smartphone;Tecnología;450000;3;0.05
387;23/01/2024;40;1;80;Pedro Ramón Serrano Ibáñez;cliente80@mail.cl;Mujer;18.0;Talcahuano;;Web;Zapatillas;;55000;1;0.05
388;24/01/2024;7;8;9;Ana Mercado Araya;cliente9@mail.cl;Mujer;32.0;Valparaíso;;Tienda;Refrigerador;Electrohogar;800000;3;0.0
389;25/01/2024;13;0;252;Mauricio Astorga;cliente252@mail.cl;Mujer;49.0;Talcahuano;Biobío;Tienda;Zapatillas;Calzado;55000;1;0.0
390;26/01/2024;8;1;211;Patricio Gonzalo Toledo Arce;cliente211@mail.cl;Hombre;44.0;Puerto Montt;;App;Pantalón;Vestuario;25000;2;0.0
391;27/01/2024;70;6;167;Matilda Denisse Gatica Gutiérrez;cliente167@mail.cl;Mujer;47.0;Talcahuano;Biobío;Web;Zapatillas;Calzado;55000;1;0.0
392;28/01/2024;50;0;109;Lucas Miguel San Martín Catalán;cliente109@mail.cl;Hombre;41.0;Temuco;La Araucanía;App;Maquillaje;Belleza;15000;1;
393;29/01/2024;13;0;137;José Juan Vargas Vega;cliente137@mail.cl;Hombre;28.0;Talcahuano;Biobío;Web;Notebook;Tecnología;750000;3;0.1
394;30/01/2024;28;5;165;Clara Rosa Aros Guerrero;cliente165@mail.cl;Mujer;49.0;Viña del Mar;;App;Polera;Vestuario;12000;2;0.0
395;31/01/2024;60;1;83;Vilma Leyla Escobar Fuentes;cliente83@mail.cl;Hombre;55.0;Valparaíso;;App;Maquillaje;Belleza;15000;3;0.0
396;01/02/2024;21;5;238;Manuel Rodríguez Pérez;cliente238@mail.cl;Hombre;40.0;Puerto Montt;Los Lagos;Tienda;Zapatillas;Calzado;55000;1;
397;02/02/2024;44;7;65;Manuel Rodríguez;cliente65@mail.cl;Hombre;47.0;Antofagasta;Antofagasta;Web;TV;;650000;3;0.05
398;03/02/2024;64;4;180;Gisela Carol Ávila Suárez;cliente180@mail.cl;Hombre;70.0;Temuco;;Web;Notebook;Tecnología;750000;3;0.0
399;04/02/2024;49;1;192;Olga Agustina Rojas Rodríguez;cliente192@mail.cl;Mujer;;Antofagasta;Antofagasta;Tienda;Pantalón;;25000;1;0.05
400;05/02/2024;63;5;53;Eduardo Manuel Morales Riffo;cliente53@mail.cl;Mujer;29.0;Rancagua;O'Higgins;App;Maquillaje;;15000;1;0.05
401;06/02/2024;36;4;126;Germán González Hermosilla;cliente126@mail.cl;Mujer;64.0;Rancagua;O'Higgins;Tienda;Maquillaje;Belleza;15000;3;
402;07/02/2024;4;3;72;Luis Gabriel Barrera Castillo;cliente72@mail.cl;Hombre;56.0;Concepción;;Tienda;Pantalón;Vestuario;25000;3;0.1
403;08/02/2024;21;5;19;Teresa María Alvarado Guerra;cliente19@mail.cl;Hombre;27.0;Puerto Montt;Los Lagos;Tienda;Zapatillas;Calzado;55000;1;0.0
404;09/02/2024;3;1;69;Raquel Silva Méndez;cliente69@mail.cl;Mujer;42.0;Valparaíso;;Tienda;Polera;Vestuario;12000;1;
405;10/02/2024;64;4;263;Carolina González Ruiz;cliente263@mail.cl;Mujer;18.0;Temuco;La Araucanía;Tienda;Perfume;Belleza;35000;2;0.1
406;11/02/2024;23;0;217;Tamara Maritza Inostroza Márquez;cliente217@mail.cl;Hombre;28.0;Concepción;Biobío;Tienda;Perfume;;35000;1;0.1
407;12/02/2024;49;1;62;Raimundo Mario Rubilar Flores;cliente62@mail.cl;Mujer;35.0;Antofagasta;Antofagasta;Web;Lavadora;Electrohogar;700000;1;
408;13/02/2024;1;8;132;Jorge Rafael Riquelme Vargas;cliente132@mail.cl;Mujer;38.0;Santiago;Región Metropolitana;Web;Notebook;Tecnología;750000;1;0.05
409;14/02/2024;60;1;18;Vanessa Emilia Osorio Saavedra;cliente18@mail.cl;Mujer;41.0;Valparaíso;;Tienda;Polera;Vestuario;12000;1;0.1
410;15/02/2024;10;7;178;Emiliano Hernández Castillo;cliente178@mail.cl;Mujer;55.0;Valparaíso;Valparaíso;App;Maquillaje;;15000;3;
411;16/02/2024;10;7;106;Mariela Urzúa Moreno;cliente106@mail.cl;Hombre;42.0;Valparaíso;;App;Zapatillas;Calzado;55000;1;
412;17/02/2024;59;1;71;Juan Rivera;cliente71@mail.cl;Mujer;42.0;Antofagasta;Antofagasta;Tienda;TV;Electrohogar;650000;1;0.1
413;18/02/2024;58;1;33;Jocelyn Gabriela López Guzmán;cliente33@mail.cl;Hombre;37.0;Puerto Montt;;Tienda;Perfume;;35000;3;
414;19/02/2024;69;1;99;María Lorena Bórquez Rodríguez;cliente99@mail.cl;Hombre;38.0;Puerto Montt;Los Lagos;Web;Notebook;Tecnología;750000;3;0.0
415;20/02/2024;36;4;216;Víctor Raúl Ibarra Paredes;cliente216@mail.cl;Hombre;47.0;Rancagua;;App;Refrigerador;Electrohogar;800000;1;0.0
416;21/02/2024;50;0;119;Luis Víctor Garrido Cortés;cliente119@mail.cl;Hombre;51.0;Temuco;La Araucanía;Tienda;Smartphone;;450000;2;0.1
417;22/02/2024;27;4;270;Maite Díaz;cliente270@mail.cl;Hombre;39.0;Viña del Mar;Valparaíso;App;Notebook;;750000;3;0.1
418;23/02/2024;57;3;202;Héctor Ramírez;cliente202@mail.cl;Mujer;44.0;Concepción;Biobío;Tienda;Notebook;;750000;1;0.05
419;24/02/2024;25;3;191;Claudio Rodrigo Mancilla Sáez;cliente191@mail.cl;Mujer;32.0;Puerto Montt;;Web;Lavadora;;700000;2;
420;25/02/2024;9;9;203;Marisol Vera-León Riquelme;cliente203@mail.cl;Mujer;50.0;Valparaíso;Valparaíso;Tienda;Notebook;Tecnología;750000;1;
421;26/02/2024;55;9;109;Lucas Miguel San Martín Catalán;cliente109@mail.cl;Hombre;41.0;Antofagasta;Antofagasta;Tienda;Zapatillas;Calzado;55000;1;0.05
422;27/02/2024;52;0;116;Daniel Alejandro Rivera Ibarra;cliente116@mail.cl;Mujer;41.0;Talcahuano;Biobío;Tienda;Zapatillas;Calzado;55000;1;0.05
423;28/02/2024;9;9;265;Pablo Arroyo López;cliente265@mail.cl;Mujer;34.0;Valparaíso;;App;Notebook;Tecnología;750000;2;
424;29/02/2024;29;1;3;Fernanda Carmen Mora Guerrero;cliente3@mail.cl;Hombre;45.0;Viña del Mar;;Tienda;Refrigerador;;800000;1;0.0
425;01/03/2024;4;3;126;Germán González Hermosilla;cliente126@mail.cl;Mujer;64.0;Concepción;Biobío;Tienda;Smartphone;Tecnología;450000;3;0.05
426;02/03/2024;29;1;132;Jorge Rafael Riquelme Vargas;cliente132@mail.cl;Mujer;38.0;Viña del Mar;Valparaíso;Tienda;Perfume;Belleza;35000;1;0.0
427;03/03/2024;58;1;148;Víctor Alejandro Ramírez Soto;cliente148@mail.cl;Hombre;22.0;Puerto Montt;;Web;Maquillaje;Belleza;15000;1;0.05
428;04/03/2024;39;6;143;Margarita Gladys Riquelme Mamani;cliente143@mail.cl;Mujer;18.0;Antofagasta;Antofagasta;Web;Pantalón;;25000;3;0.0
429;05/03/2024;39;6;23;Brayan Amaro Araya Valenzuela;cliente23@mail.cl;Mujer;38.0;Antofagasta;Antofagasta;Tienda;Lavadora;Electrohogar;700000;1;0.0
430;06/03/2024;52;0;31;María Fabiana Navarro Valencia;cliente31@mail.cl;Hombre;30.0;Talcahuano;;Tienda;Perfume;Belleza;35000;1;0.0
431;07/03/2024;40;1;206;Rodrigo Cornejo Aranda;cliente206@mail.cl;Mujer;26.0;Talcahuano;;App;Notebook;Tecnología;750000;1;0.05
432;08/03/2024;39;6;189;Gloria Lidia García Toledo;cliente189@mail.cl;Mujer;27.0;Antofagasta;Antofagasta;Tienda;Lavadora;Electrohogar;700000;2;0.0
433;09/03/2024;67;0;225;Berta Huerta García;cliente225@mail.cl;Hombre;32.0;Talcahuano;Biobío;Tienda;Smartphone;;450000;1;0.05
434;10/03/2024;61;3;221;Juan Héctor Castro Silva;cliente221@mail.cl;Mujer;65.0;Concepción;;Web;Zapatillas;Calzado;55000;1;0.05
435;11/03/2024;66;2;208;Héctor Pérez Carrasco;cliente208@mail.cl;Mujer;44.0;Talcahuano;Biobío;App;Zapatillas;Calzado;55000;2;0.0
436;12/03/2024;66;2;27;Ricardo Iván Zapata Riquelme;cliente27@mail.cl;Mujer;24.0;Talcahuano;;Tienda;Perfume;;35000;1;0.05
437;13/03/2024;10;7;37;Alejandro Rodrigo Toro Espinoza;cliente37@mail.cl;Hombre;40.0;Valparaíso;Valparaíso;Tienda;Refrigerador;Electrohogar;800000;3;0.1
438;14/03/2024;27;4;185;Yasna Colomba Olivares Prieto;cliente185@mail.cl;Hombre;35.0;Viña del Mar;Valparaíso;Tienda;TV;Electrohogar;650000;3;0.1
439;15/03/2024;10;7;173;Josefa Berta Salazar Garrido;cliente173@mail.cl;Hombre;37.0;Valparaíso;;App;Smartphone;;450000;3;0.05
440;16/03/2024;16;3;175;Carolina Villagrán Miranda;cliente175@mail.cl;Hombre;41.0;Temuco;La Araucanía;Tienda;Maquillaje;Belleza;15000;1;
441;17/03/2024;41;4;1;Ana Martinez García;cliente1@mail.cl;Hombre;43.0;Antofagasta;;App;Refrigerador;Electrohogar;800000;1;0.05
442;18/03/2024;57;3;75;Máximo Pablo Leal Romero;cliente75@mail.cl;Hombre;18.0;Concepción;;Tienda;Perfume;;35000;3;0.0
443;19/03/2024;4;3;61;Ingrid María Velásquez Herrera;cliente61@mail.cl;Mujer;32.0;Concepción;Biobío;Web;Pantalón;Vestuario;25000;2;0.1
444;20/03/2024;57;3;191;Claudio Rodrigo Mancilla Sáez;cliente191@mail.cl;Mujer;32.0;Concepción;;Web;Polera;Vestuario;12000;3;0.1
445;21/03/2024;46;5;139;Mario Fonseca;cliente139@mail.cl;Hombre;47.0;La Serena;;Tienda;Lavadora;Electrohogar;700000;3;0.05
446;22/03/2024;54;9;232;Miguel Araya Segura;cliente232@mail.cl;Hombre;40.0;Talcahuano;Biobío;App;Lavadora;Electrohogar;700000;2;0.1
447;23/03/2024;27;4;115;Juan Michel Maldonado Molina;cliente115@mail.cl;Mujer;35.0;Viña del Mar;Valparaíso;Web;Polera;;12000;1;0.05
448;24/03/2024;42;4;215;Vicente Juan Cáceres Castillo;cliente215@mail.cl;Hombre;34.0;Talcahuano;Biobío;Tienda;Maquillaje;;15000;3;0.05
449;25/03/2024;38;8;201;Miguel Avendaño Soto;cliente201@mail.cl;Mujer;42.0;Concepción;;Tienda;Polera;;12000;2;0.0
450;26/03/2024;36;4;47;Javier Diego Navarrete Peña;cliente47@mail.cl;Hombre;32.0;Rancagua;;Web;Maquillaje;Belleza;15000;1;0.0
451;27/03/2024;36;4;26;Felipe Daniel González Salinas;cliente26@mail.cl;Mujer;39.0;Rancagua;O'Higgins;App;Refrigerador;Electrohogar;800000;2;
452;28/03/2024;62;4;18;Vanessa Emilia Osorio Saavedra;cliente18@mail.cl;Mujer;41.0;Puerto Montt;;Web;Lavadora;;700000;1;0.05
453;29/03/2024;67;0;6;Yaritza Quiroga Martínez;cliente6@mail.cl;Mujer;35.0;Talcahuano;Biobío;Web;Smartphone;Tecnología;450000;3;0.1
454;30/03/2024;20;0;36;Josefa Plaza;cliente36@mail.cl;Mujer;23.0;Temuco;La Araucanía;Web;Polera;Vestuario;12000;3;0.1
455;31/03/2024;22;1;60;Bárbara Molina Aranda;cliente60@mail.cl;Hombre;49.0;Viña del Mar;Valparaíso;App;Pantalón;Vestuario;25000;2;0.1
456;01/04/2024;12;0;79;Gloria Pereira González;cliente79@mail.cl;Mujer;39.0;Viña del Mar;;Web;Zapatillas;Calzado;55000;3;
457;02/04/2024;34;1;145;Gaspar Oscar Concha Torres;cliente145@mail.cl;Hombre;41.0;Concepción;;Tienda;Lavadora;Electrohogar;700000;3;0.05
458;03/04/2024;4;3;220;Génesis Macarena Venegas Sepúlveda;cliente220@mail.cl;Hombre;38.0;Concepción;;Web;Lavadora;Electrohogar;700000;2;0.0
459;04/04/2024;24;3;189;Gloria Lidia García Toledo;cliente189@mail.cl;Mujer;27.0;La Serena;;Web;Pantalón;;25000;3;0.0
460;05/04/2024;4;3;160;Mónica Araya Álvarez;cliente160@mail.cl;Mujer;45.0;Concepción;Biobío;Tienda;Notebook;;750000;1;0.0
461;06/04/2024;42;4;177;Benjamín Claudio Riffo Cid;cliente177@mail.cl;Mujer;38.0;Talcahuano;;App;Notebook;;750000;1;0.0
462;07/04/2024;40;1;221;Juan Héctor Castro Silva;cliente221@mail.cl;Mujer;65.0;Talcahuano;Biobío;Tienda;Smartphone;Tecnología;450000;1;
463;08/04/2024;35;1;83;Vilma Leyla Escobar Fuentes;cliente83@mail.cl;Hombre;55.0;Antofagasta;Antofagasta;Tienda;TV;;650000;2;0.0
464;09/04/2024;66;2;89;Juan Vergara Sandoval;cliente89@mail.cl;Hombre;31.0;Talcahuano;Biobío;Web;TV;Electrohogar;650000;3;0.05
465;10/04/2024;32;5;244;Amparo Javiera Rodríguez Contreras;cliente244@mail.cl;Hombre;48.0;Puerto Montt;Los Lagos;Tienda;Polera;Vestuario;12000;1;0.1
466;11/04/2024;60;1;239;Lidia Tapia;cliente239@mail.cl;Mujer;30.0;Valparaíso;;Web;Maquillaje;Belleza;15000;1;0.1
467;12/04/2024;11;0;125;Martín Jorge Vergara Sáez;cliente125@mail.cl;Mujer;45.0;Antofagasta;Antofagasta;Tienda;Polera;;12000;1;0.0
468;13/04/2024;57;3;259;José Ángel Fuentes Gutiérrez;cliente259@mail.cl;Mujer;43.0;Concepción;Biobío;Tienda;Notebook;Tecnología;750000;2;0.0
469;14/04/2024;7;8;234;Sebastián Hormazábal Sepúlveda;cliente234@mail.cl;Mujer;30.0;Valparaíso;Valparaíso;App;Smartphone;;450000;2;0.05
470;15/04/2024;28;5;250;Fernando Robles González;cliente250@mail.cl;Mujer;42.0;Viña del Mar;;Tienda;Maquillaje;;15000;1;
471;16/04/2024;11;0;123;Paulino Vargas Farías;cliente123@mail.cl;Hombre;54.0;Antofagasta;Antofagasta;App;Refrigerador;Electrohogar;800000;2;0.1
472;17/04/2024;19;5;11;Francisca Carla Muñoz Huerta;cliente11@mail.cl;Hombre;32.0;Temuco;;Tienda;Zapatillas;;55000;3;
473;18/04/2024;58;1;135;Sergio Guerrero Salazar;cliente135@mail.cl;Mujer;26.0;Puerto Montt;;Tienda;Polera;;12000;1;0.1
474;19/04/2024;50;0;15;Carmen Fuenzalida López;cliente15@mail.cl;Hombre;18.0;Temuco;La Araucanía;App;Lavadora;;700000;1;0.05
475;20/04/2024;27;4;5;Marina Carolina Palacios Araneda;cliente5@mail.cl;Hombre;35.0;Viña del Mar;Valparaíso;Tienda;Zapatillas;Calzado;55000;1;0.1
476;21/04/2024;24;3;102;Vania Evelyn Leyton García;cliente102@mail.cl;Hombre;32.0;La Serena;Coquimbo;Tienda;Smartphone;Tecnología;450000;2;0.0
477;22/04/2024;63;5;149;Olivia Pino Pizarro;cliente149@mail.cl;Mujer;44.0;Rancagua;;Web;Refrigerador;;800000;2;0.1
478;23/04/2024;19;5;165;Clara Rosa Aros Guerrero;cliente165@mail.cl;Mujer;49.0;Temuco;La Araucanía;Web;Polera;;12000;2;0.1
479;24/04/2024;39;6;44;Humberto José Rivera Leiva;cliente44@mail.cl;Hombre;34.0;Antofagasta;Antofagasta;App;Pantalón;Vestuario;25000;1;0.0
480;25/04/2024;55;9;118;Juana Morales Novoa;cliente118@mail.cl;Mujer;23.0;Antofagasta;Antofagasta;Web;Perfume;Belleza;35000;2;0.05
481;26/04/2024;68;2;20;Manuel Muñoz González;cliente20@mail.cl;Hombre;21.0;Santiago;Metropolitana;Tienda;Refrigerador;Electrohogar;800000;3;
482;27/04/2024;59;1;197;Constanza Seguel Morales;cliente197@mail.cl;Mujer;27.0;Antofagasta;Antofagasta;Web;Lavadora;Electrohogar;700000;1;
483;28/04/2024;7;8;71;Juan Rivera;cliente71@mail.cl;Mujer;42.0;Valparaíso;Valparaíso;Tienda;Maquillaje;Belleza;15000;3;0.05
484;29/04/2024;42;4;35;Melania Jessica Urrutia Palacios;cliente35@mail.cl;Mujer;47.0;Talcahuano;Biobío;Tienda;Perfume;Belleza;35000;1;0.05
485;30/04/2024;68;2;11;Francisca Carla Muñoz Huerta;cliente11@mail.cl;Hombre;32.0;Santiago;;Tienda;Pantalón;Vestuario;25000;1;0.05
486;01/05/2024;65;0;37;Alejandro Rodrigo Toro Espinoza;cliente37@mail.cl;Hombre;40.0;Rancagua;;Tienda;Lavadora;Electrohogar;700000;1;0.0
487;02/05/2024;21;5;247;Emilia Consuelo González Vallejos;cliente247@mail.cl;Mujer;32.0;Puerto Montt;Los Lagos;Tienda;Smartphone;Tecnología;450000;2;
488;03/05/2024;44;7;170;Benjamín Abarca;cliente170@mail.cl;Hombre;28.0;Antofagasta;Antofagasta;Web;Maquillaje;Belleza;15000;3;
489;04/05/2024;56;2;276;Valeska Godoy Riquelme;cliente276@mail.cl;Hombre;43.0;Talcahuano;Biobío;Web;Perfume;;35000;3;0.0
490;05/05/2024;17;0;175;Carolina Villagrán Miranda;cliente175@mail.cl;Hombre;41.0;Santiago;;Web;Perfume;;35000;3;0.1
491;06/05/2024;41;4;66;Samuel Aguilera;cliente66@mail.cl;Hombre;54.0;Antofagasta;;Tienda;Smartphone;Tecnología;450000;3;
492;07/05/2024;55;9;94;Jorge Enrique Vidal Castillo;cliente94@mail.cl;Hombre;34.0;Antofagasta;;Tienda;Maquillaje;Belleza;15000;3;
493;08/05/2024;28;5;181;Alexandra Fuentes Lara;cliente181@mail.cl;Hombre;45.0;Viña del Mar;;App;Maquillaje;Belleza;15000;3;0.05
494;09/05/2024;45;2;159;Patricio Luis Guzmán Herrera;cliente159@mail.cl;Mujer;;Talcahuano;Biobío;Web;Maquillaje;Belleza;15000;2;0.0
495;10/05/2024;12;0;234;Sebastián Hormazábal Sepúlveda;cliente234@mail.cl;Mujer;30.0;Viña del Mar;Valparaíso;Tienda;Notebook;;750000;2;
496;11/05/2024;19;5;128;María Soto Castillo;cliente128@mail.cl;Mujer;31.0;Temuco;La Araucanía;Tienda;Perfume;;35000;2;
497;12/05/2024;44;7;175;Carolina Villagrán Miranda;cliente175@mail.cl;Hombre;41.0;Antofagasta;;Tienda;Notebook;Tecnología;750000;3;0.0
498;13/05/2024;29;1;279;Osvaldo Víctor Rivera Palma;cliente279@mail.cl;Mujer;38.0;Viña del Mar;Valparaíso;App;Pantalón;Vestuario;25000;2;
499;14/05/2024;56;2;126;Germán González Hermosilla;cliente126@mail.cl;Mujer;64.0;Talcahuano;Biobío;Tienda;Refrigerador;Electrohogar;800000;3;0.05
500;15/05/2024;47;1;106;Mariela Urzúa Moreno;cliente106@mail.cl;Hombre;42.0;Viña del Mar;;Tienda;Perfume;Belleza;35000;1;0.0
501;16/05/2024;65;0;173;Josefa Berta Salazar Garrido;cliente173@mail.cl;Hombre;37.0;Rancagua;;Tienda;Polera;Vestuario;12000;1;0.05
502;17/05/2024;13;0;204;Camila Natalia Pérez Arroyo;cliente204@mail.cl;Hombre;50.0;Talcahuano;Biobío;App;Maquillaje;Belleza;15000;3;0.05
503;18/05/2024;11;0;46;Leonor María Romero Fuentes;cliente46@mail.cl;Mujer;29.0;Antofagasta;;App;Zapatillas;Calzado;55000;2;0.0
504;19/05/2024;24;3;170;Benjamín Abarca;cliente170@mail.cl;Hombre;28.0;La Serena;;Tienda;Maquillaje;Belleza;15000;2;0.05
505;20/05/2024;46;5;146;María Josefina Flores Manríquez;cliente146@mail.cl;Mujer;47.0;La Serena;Coquimbo;Tienda;TV;;650000;1;0.1
